tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
147,Thresh40,germany,0.25,2.369097765572569,2.369097765572569,0.002671474171989985,60,0.0,0.0,0.0,0.0,0,0,0,1,3,1.790319683097259,0
148,Thresh40,germany,0.25,2.371715810261116,2.371715810261116,0.0026180446885470943,60,0.0,0.0,0.0,0.0,0,0,0,1,3,4.162035493358375,0
149,Thresh40,germany,0.25,2.374281494055894,2.374281494055894,0.00256568379477784,60,0.0,0.0,0.0,0.0,0,0,0,1,3,6.536316987414269,0
150,Thresh40,germany,0.25,2.3767958641747757,2.3767958641747757,0.0025143701188818923,60,0.0,0.0,0.0,0.0,0,0,0,1,3,8.913112851589045,0
151,Thresh40,germany,0.25,2.379259946891281,2.379259946891281,0.0024640827165054446,60,0.0,0.0,0.0,0.0,0,0,0,1,3,11.292372798480326,0
152,Thresh40,germany,0.25,2.381674747953454,2.381674747953454,0.0024148010621729554,60,0.0,0.0,0.0,0.0,0,0,0,1,3,13.67404754643378,0
153,Thresh40,germany,0.25,2.384041252994386,2.384041252994386,0.0023665050409320543,60,0.0,0.0,0.0,0.0,0,0,0,1,3,16.058088799428166,0
154,Thresh40,germany,0.25,2.3863604279344983,2.3863604279344983,0.002319174940112134,60,0.0,0.0,0.0,0.0,0,0,0,1,3,18.444449227362664,0
155,Thresh40,germany,0.25,2.3886332193758086,2.3886332193758086,0.002272791441310318,60,0.0,0.0,0.0,0.0,0,0,0,1,3,20.833082446738473,0
156,Thresh40,germany,0.25,2.3908605549882935,2.3908605549882935,0.002227335612484893,60,0.0,0.0,0.0,0.0,0,0,0,1,3,23.223943001726767,0
157,Thresh40,germany,0.25,2.3930433438885252,2.3930433438885252,0.0021827889002317136,60,0.0,0.0,0.0,0.0,0,0,0,1,3,25.61698634561529,0
158,Thresh40,germany,0.25,2.3951824770107564,2.3951824770107564,0.0021391331222311294,60,0.0,0.0,0.0,0.0,0,0,0,1,3,28.012168822626048,0
159,Thresh40,germany,0.25,2.39727882747054,2.39727882747054,0.0020963504597837357,60,0.0,0.0,0.0,0.0,0,0,0,1,3,30.40944765009659,0
160,Thresh40,germany,0.25,2.3993332509211314,2.3993332509211314,0.0020544234505912584,60,0.0,0.0,0.0,0.0,0,0,0,1,3,32.80878090101772,0
161,Thresh40,germany,0.25,2.401346585902708,2.401346585902708,0.00201333498157652,60,0.0,0.0,0.0,0.0,0,0,0,1,3,35.21012748692043,0
162,Thresh40,germany,0.25,2.4033196541846564,2.4033196541846564,0.0019730682819485423,60,0.0,0.0,0.0,0.0,0,0,0,1,3,37.613447141105084,0
163,Thresh40,germany,0.25,2.4052532611009596,2.4052532611009596,0.0019336069163031766,60,0.0,0.0,0.0,0.0,0,0,0,1,3,40.01870040220604,0
164,Thresh40,germany,0.25,2.407148195878939,2.407148195878939,0.001894934777979529,60,0.0,0.0,0.0,0.0,0,0,0,1,3,42.42584859808498,0
