tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
137,Thresh110_,keimola,0.4,3.7487926389765818,3.7487926389765818,0.005126680837207687,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,64.30916069014735,0
138,Thresh110_,keimola,0.4,3.7538167861970493,3.7538167861970493,0.005024147220467512,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,68.0629774763444,0
139,Thresh110_,keimola,0.4,3.7587404504731126,3.7587404504731126,0.004923664276063278,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,71.82171792681751,0
140,Thresh110_,keimola,0.4,3.763565641463657,3.763565641463657,0.00482519099054457,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,75.58528356828117,0
141,Thresh110_,keimola,0.4,3.768294328634383,3.768294328634383,0.0047286871707257205,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,79.35357789691555,0
142,Thresh110_,keimola,0.4,3.7729284420616978,3.7729284420616978,0.004634113427314901,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,83.12650633897725,0
143,Thresh110_,keimola,0.4,3.777469873220454,3.777469873220454,0.004541431158756382,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,86.9039762121977,0
144,Thresh110_,keimola,0.4,3.7819204757560527,3.7819204757560527,0.004450602535598591,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,90.68589668795376,0
145,Thresh110_,keimola,0.4,3.786282066240929,3.786282066240929,0.0043615904848763876,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,94.47217875419469,0
146,Thresh110_,keimola,0.4,3.7905564249161046,3.7905564249161046,0.004274358675175449,inf,0.0,0.0,0.0,0.0,1,0,0,0,3,98.26273517911079,0
147,Thresh110_,keimola,0.4,3.794745296417787,3.794745296417787,0.004188871501682456,110,0.0,0.0,0.0,0.0,0,0,0,1,4,2.0574804755285783,0
148,Thresh110_,keimola,1.0,3.918850390489432,3.918850390489432,0.12410509407164483,110,0.0,0.0,0.0,0.0,0,0,0,1,4,5.97633086601801,0
149,Thresh110_,keimola,1.0,4.040473382679643,4.040473382679643,0.12162299219021122,110,0.0,0.0,0.0,0.0,0,0,0,1,4,10.016804248697653,0
150,Thresh110_,keimola,1.0,4.1596639150260515,4.1596639150260515,0.11919053234640842,110,0.0,0.0,0.0,0.0,0,0,0,1,4,14.176468163723705,0
